run_id,task_success,constraint_satisfaction,failure_count,critical_failure_count,cascading_failure_count,recovery_success_rate,tool_efficiency,trajectory_efficiency,grounding_score,final_answer_score,reliability_score
run_001661,True,1.0,2,0,0,1.0,0.333,0.727,0.5,1.0,0.933
run_001662,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001663,True,1.0,0,0,0,,0.5,1.0,0.75,1.0,0.95
run_001664,True,1.0,0,0,0,,0.667,1.0,1.0,1.0,0.967
run_001665,True,1.0,0,0,0,,0.333,1.0,0.667,1.0,0.933
run_001666,False,0.0,1,1,0,0.0,0.667,1.0,0.333,0.0,0.067
run_001667,False,0.0,4,1,2,0.25,0.333,0.483,0.0,0.0,0.083
run_001668,True,0.5,1,0,0,0.0,0.333,0.7,0.25,0.5,0.733
run_001669,True,1.0,1,0,0,1.0,0.333,0.609,1.0,1.0,0.933
run_001670,True,1.0,0,0,0,,0.667,1.0,1.0,1.0,0.967
run_001671,True,0.5,2,0,0,0.5,0.333,0.571,0.6,0.5,0.833
run_001672,True,1.0,2,0,0,1.0,0.4,1.0,1.0,1.0,0.94
run_001673,True,1.0,0,0,0,,0.4,1.0,1.0,1.0,0.94
run_001674,True,0.5,1,0,0,0.0,0.375,1.0,0.333,0.5,0.737
run_001675,False,0.0,1,1,0,0.0,0.375,1.0,0.0,0.0,0.038
run_001676,True,1.0,3,0,1,1.0,0.348,0.56,1.0,1.0,0.935
run_001677,True,1.0,0,0,0,,0.357,0.875,0.8,1.0,0.936
run_001678,False,0.0,4,1,2,0.5,0.45,0.483,0.6,0.0,0.145
run_001679,True,1.0,0,0,0,,0.429,1.0,0.667,1.0,0.943
run_001680,True,0.5,2,0,1,0.0,0.333,0.824,0.5,0.5,0.733
run_001681,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001682,False,0.0,1,1,0,0.0,0.375,1.0,0.2,0.0,0.038
run_001683,True,0.5,1,0,0,0.0,0.364,1.0,0.5,0.5,0.736
run_001684,True,0.5,3,0,1,0.3333333333333333,0.333,0.7,0.4,0.5,0.8
run_001685,True,1.0,0,0,0,,0.375,1.0,1.0,1.0,0.937
run_001686,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001687,True,1.0,0,0,0,,0.364,1.0,0.8,1.0,0.936
run_001688,True,1.0,1,0,0,1.0,0.333,1.0,1.0,1.0,0.933
run_001689,True,1.0,0,0,0,,0.333,1.0,0.5,1.0,0.933
run_001690,True,1.0,2,0,0,1.0,0.444,1.0,1.0,1.0,0.944
run_001691,True,1.0,0,0,0,,0.667,1.0,1.0,1.0,0.967
run_001692,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001693,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001694,True,1.0,0,0,0,,0.5,1.0,1.0,1.0,0.95
run_001695,True,1.0,1,0,0,1.0,0.364,1.0,1.0,1.0,0.936
run_001696,True,1.0,2,0,0,1.0,0.364,1.0,0.667,1.0,0.936
run_001697,True,1.0,0,0,0,,0.375,1.0,1.0,1.0,0.937
run_001698,True,0.5,1,0,0,0.0,0.375,1.0,1.0,0.5,0.737
run_001699,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001700,True,0.5,1,0,0,0.0,0.333,1.0,0.0,0.5,0.733
run_001701,True,0.5,2,0,0,0.5,0.357,0.824,0.75,0.5,0.836
run_001702,True,0.5,2,0,0,0.5,0.375,0.778,0.8,0.5,0.837
run_001703,False,0.0,1,1,0,0.0,0.375,1.0,0.5,0.0,0.038
run_001704,True,0.5,1,0,0,0.0,0.364,1.0,0.6,0.5,0.736
run_001705,True,0.5,2,0,0,0.5,0.364,0.615,0.667,0.5,0.836
run_001706,True,1.0,2,0,0,1.0,0.368,0.667,1.0,1.0,0.937
run_001707,True,1.0,3,0,0,1.0,0.45,0.519,0.333,1.0,0.945
run_001708,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001709,True,1.0,0,0,0,,0.667,1.0,1.0,1.0,0.967
run_001710,True,1.0,0,0,0,,0.667,1.0,1.0,1.0,0.967
run_001711,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001712,False,0.0,1,1,0,0.0,0.368,0.667,0.4,0.0,0.037
run_001713,True,0.5,4,0,0,0.5,0.333,0.483,1.0,0.5,0.833
run_001714,True,0.5,2,0,1,0.0,0.353,0.7,0.5,0.5,0.735
run_001715,True,0.5,2,0,0,0.5,0.333,0.609,0.75,0.5,0.833
run_001716,True,1.0,0,0,0,,0.375,1.0,1.0,1.0,0.937
run_001717,True,1.0,0,0,0,,0.357,0.875,1.0,1.0,0.936
run_001718,False,0.0,2,1,0,0.5,0.333,0.7,0.333,0.0,0.133
run_001719,False,0.0,1,1,0,0.0,0.357,0.875,1.0,0.0,0.036
run_001720,False,0.0,2,1,0,0.0,0.364,1.0,0.4,0.0,0.036
run_001721,True,1.0,0,0,0,,0.333,1.0,0.8,1.0,0.933
run_001722,True,1.0,0,0,0,,0.375,1.0,0.5,1.0,0.937
run_001723,True,0.5,2,0,0,0.5,0.385,0.933,1.0,0.5,0.838
run_001724,True,1.0,0,0,0,,0.667,1.0,0.8,1.0,0.967
run_001725,False,0.0,1,1,0,0.0,0.667,1.0,0.0,0.0,0.067
run_001726,False,0.0,1,1,0,0.0,0.333,0.7,0.667,0.0,0.033
run_001727,False,0.0,3,1,1,0.6666666666666666,0.364,0.583,0.0,0.0,0.17
run_001728,True,1.0,4,0,0,1.0,0.346,0.5,1.0,1.0,0.935
run_001729,True,1.0,1,0,0,1.0,0.333,0.824,1.0,1.0,0.933
run_001730,True,0.5,2,0,0,0.0,0.35,0.636,0.333,0.5,0.735
run_001731,True,0.5,2,0,0,0.5,0.353,0.737,0.5,0.5,0.835
run_001732,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001733,True,1.0,0,0,0,,0.667,1.0,1.0,1.0,0.967
run_001734,False,0.0,1,1,0,0.0,0.4,1.0,0.25,0.0,0.04
run_001735,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001736,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001737,True,1.0,0,0,0,,0.375,1.0,0.5,1.0,0.937
run_001738,True,1.0,0,0,0,,0.364,1.0,1.0,1.0,0.936
run_001739,True,1.0,0,0,0,,0.364,1.0,1.0,1.0,0.936
run_001740,True,1.0,2,0,0,1.0,0.346,0.5,1.0,1.0,0.935
run_001741,True,1.0,0,0,0,,0.385,0.933,1.0,1.0,0.938
run_001742,True,1.0,2,0,0,1.0,0.348,0.56,1.0,1.0,0.935
run_001743,True,1.0,2,0,0,1.0,0.375,0.778,1.0,1.0,0.937
run_001744,False,0.0,1,1,0,0.0,0.364,1.0,0.0,0.0,0.036
run_001745,False,0.0,1,1,0,0.0,0.333,1.0,0.2,0.0,0.033
run_001746,True,1.0,0,0,0,,0.429,1.0,0.5,1.0,0.943
run_001747,True,1.0,0,0,0,,0.4,1.0,0.75,1.0,0.94
run_001748,False,0.0,1,1,0,0.0,0.364,1.0,0.25,0.0,0.036
run_001749,True,1.0,1,0,0,1.0,0.4,1.0,1.0,1.0,0.94
run_001750,True,1.0,0,0,0,,0.429,1.0,1.0,1.0,0.943
run_001751,True,1.0,0,0,0,,0.667,1.0,0.5,1.0,0.967
run_001752,True,1.0,0,0,0,,0.4,1.0,0.8,1.0,0.94
run_001753,False,0.0,1,1,0,0.0,0.5,0.889,0.333,0.0,0.05
run_001754,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001755,True,1.0,0,0,0,,0.429,1.0,1.0,1.0,0.943
run_001756,True,1.0,1,0,0,1.0,0.333,0.824,1.0,1.0,0.933
run_001757,False,0.0,3,1,1,0.3333333333333333,0.333,1.0,0.0,0.0,0.1
run_001758,True,0.5,1,0,0,0.0,0.364,1.0,0.2,0.5,0.736
run_001759,True,1.0,0,0,0,,0.333,1.0,0.8,1.0,0.933
run_001760,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001761,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001762,True,1.0,1,0,0,1.0,0.385,0.933,0.5,1.0,0.938
run_001763,True,0.5,1,0,0,0.0,0.364,0.615,0.667,0.5,0.736
run_001764,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001765,True,1.0,0,0,0,,0.667,1.0,1.0,1.0,0.967
run_001766,True,1.0,0,0,0,,0.5,1.0,1.0,1.0,0.95
run_001767,True,1.0,0,0,0,,0.5,1.0,0.8,1.0,0.95
run_001768,True,1.0,0,0,0,,0.5,1.0,1.0,1.0,0.95
run_001769,True,1.0,0,0,0,,0.5,1.0,1.0,1.0,0.95
run_001770,False,0.0,1,1,0,0.0,0.4,1.0,0.4,0.0,0.04
run_001771,False,0.0,1,1,0,0.0,0.375,1.0,0.4,0.0,0.038
run_001772,True,0.5,2,0,0,0.0,0.333,1.0,0.5,0.5,0.733
run_001773,True,1.0,1,0,0,1.0,0.5,0.8,1.0,1.0,0.95
run_001774,True,1.0,0,0,0,,0.333,1.0,0.5,1.0,0.933
run_001775,True,1.0,0,0,0,,0.5,1.0,1.0,1.0,0.95
run_001776,False,0.0,1,1,0,0.0,0.333,1.0,1.0,0.0,0.033
run_001777,True,0.5,2,0,1,0.0,0.429,0.889,0.333,0.5,0.743
run_001778,False,0.0,1,1,0,0.0,0.357,0.875,0.5,0.0,0.036
run_001779,True,1.0,0,0,0,,0.385,0.933,1.0,1.0,0.938
run_001780,False,0.0,1,1,0,0.0,0.364,1.0,0.25,0.0,0.036
run_001781,True,0.5,2,0,0,0.5,0.348,0.56,0.0,0.5,0.835
run_001782,True,1.0,0,0,0,,0.4,1.0,1.0,1.0,0.94
run_001783,True,1.0,0,0,0,,0.4,1.0,1.0,1.0,0.94
run_001784,True,1.0,1,0,0,1.0,0.375,0.8,1.0,1.0,0.937
run_001785,True,1.0,0,0,0,,0.667,1.0,1.0,1.0,0.967
run_001786,True,1.0,0,0,0,,0.4,1.0,0.8,1.0,0.94
run_001787,True,0.5,2,0,0,0.5,0.35,0.636,0.5,0.5,0.835
run_001788,True,0.5,4,0,0,0.5,0.333,0.538,0.4,0.5,0.833
run_001789,True,1.0,0,0,0,,0.667,1.0,1.0,1.0,0.967
run_001790,True,1.0,0,0,0,,0.667,1.0,1.0,1.0,0.967
run_001791,True,1.0,0,0,0,,0.667,1.0,1.0,1.0,0.967
run_001792,True,1.0,0,0,0,,0.5,1.0,1.0,1.0,0.95
run_001793,True,0.5,3,0,1,0.6666666666666666,0.348,0.56,1.0,0.5,0.868
run_001794,True,0.5,4,0,0,0.75,0.348,0.56,0.333,0.5,0.885
run_001795,False,0.0,1,1,0,0.0,0.333,1.0,0.667,0.0,0.033
run_001796,True,1.0,0,0,0,,0.4,1.0,0.5,1.0,0.94
run_001797,False,0.0,1,1,0,0.0,0.333,1.0,0.0,0.0,0.033
run_001798,True,0.5,2,0,0,0.0,0.333,1.0,0.667,0.5,0.733
run_001799,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001800,True,1.0,0,0,0,,0.333,1.0,0.8,1.0,0.933
run_001801,True,1.0,0,0,0,,0.5,1.0,0.667,1.0,0.95
run_001802,True,1.0,0,0,0,,0.667,1.0,1.0,1.0,0.967
run_001803,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001804,True,0.5,4,0,1,0.25,0.35,0.636,0.25,0.5,0.785
run_001805,True,0.5,2,0,0,0.5,0.75,0.778,0.0,0.5,0.875
run_001806,True,1.0,0,0,0,,0.429,1.0,0.5,1.0,0.943
run_001807,True,1.0,0,0,0,,0.333,1.0,0.5,1.0,0.933
run_001808,True,1.0,1,0,0,1.0,0.333,0.824,0.667,1.0,0.933
run_001809,False,0.0,1,1,0,0.0,0.357,0.875,0.0,0.0,0.036
run_001810,True,0.5,4,0,1,0.5,0.5,0.667,0.8,0.5,0.85
run_001811,False,0.0,1,1,0,0.0,0.5,1.0,0.0,0.0,0.05
run_001812,True,1.0,0,0,0,,0.5,1.0,0.667,1.0,0.95
run_001813,True,1.0,0,0,0,,0.667,1.0,0.667,1.0,0.967
run_001814,True,1.0,1,0,0,1.0,0.364,1.0,0.0,1.0,0.936
run_001815,True,0.5,3,0,0,0.6666666666666666,0.333,0.824,1.0,0.5,0.867
run_001816,True,1.0,1,0,0,1.0,0.333,1.0,1.0,1.0,0.933
run_001817,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001818,False,0.0,1,1,0,0.0,0.333,1.0,0.5,0.0,0.033
run_001819,True,1.0,3,0,0,1.0,0.357,0.875,1.0,1.0,0.936
run_001820,True,1.0,4,0,0,1.0,0.6,0.778,0.8,1.0,0.96
run_001821,True,0.5,1,0,0,0.0,0.333,1.0,0.25,0.5,0.733
run_001822,True,1.0,1,0,0,1.0,0.357,0.875,1.0,1.0,0.936
run_001823,False,0.0,1,1,0,0.0,0.429,1.0,0.25,0.0,0.043
run_001824,True,1.0,1,0,0,1.0,0.333,0.7,0.6,1.0,0.933
run_001825,False,0.0,1,1,0,0.0,0.375,0.778,0.333,0.0,0.038
run_001826,True,0.5,3,0,1,0.3333333333333333,0.368,0.667,0.0,0.5,0.803
run_001827,True,0.5,2,0,1,0.5,0.353,0.737,0.25,0.5,0.835
run_001828,True,0.5,1,0,0,0.0,0.333,1.0,0.25,0.5,0.733
run_001829,True,1.0,0,0,0,,0.4,1.0,1.0,1.0,0.94
run_001830,True,1.0,2,0,0,1.0,0.368,0.667,0.333,1.0,0.937
run_001831,True,0.5,1,0,0,0.0,0.375,0.778,0.8,0.5,0.737
run_001832,True,1.0,1,0,0,1.0,0.364,1.0,1.0,1.0,0.936
run_001833,True,1.0,0,0,0,,0.364,1.0,1.0,1.0,0.936
run_001834,True,1.0,1,0,0,1.0,0.333,1.0,1.0,1.0,0.933
run_001835,True,1.0,0,0,0,,0.364,1.0,1.0,1.0,0.936
run_001836,True,0.5,1,0,0,0.0,0.4,1.0,1.0,0.5,0.74
run_001837,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001838,True,1.0,1,0,0,1.0,0.364,1.0,1.0,1.0,0.936
run_001839,True,1.0,1,0,0,1.0,0.4,1.0,1.0,1.0,0.94
run_001840,True,1.0,2,0,0,1.0,0.385,0.933,0.667,1.0,0.938
run_001841,True,1.0,1,0,0,1.0,0.357,0.875,0.667,1.0,0.936
run_001842,True,1.0,2,0,0,1.0,0.333,0.824,1.0,1.0,0.933
run_001843,True,1.0,1,0,0,1.0,0.429,1.0,0.5,1.0,0.943
run_001844,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001845,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001846,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001847,True,1.0,2,0,0,1.0,0.353,0.737,1.0,1.0,0.935
run_001848,True,1.0,0,0,0,,0.5,1.0,0.667,1.0,0.95
run_001849,True,1.0,0,0,0,,0.667,1.0,0.5,1.0,0.967
run_001850,True,1.0,0,0,0,,0.667,1.0,1.0,1.0,0.967
run_001851,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001852,True,1.0,0,0,0,,0.375,1.0,0.667,1.0,0.937
run_001853,True,0.5,3,0,1,0.6666666666666666,0.429,0.737,0.8,0.5,0.876
run_001854,False,0.0,1,1,0,0.0,0.429,1.0,0.5,0.0,0.043
run_001855,True,1.0,0,0,0,,0.333,1.0,0.75,1.0,0.933
run_001856,True,1.0,2,0,0,1.0,0.385,0.933,1.0,1.0,0.938
run_001857,True,0.5,4,0,0,0.75,0.346,0.5,0.8,0.5,0.885
run_001858,False,0.0,1,1,0,0.0,0.375,0.778,0.2,0.0,0.038
run_001859,False,0.0,1,1,0,0.0,0.357,0.875,0.0,0.0,0.036
run_001860,True,0.5,2,0,1,0.5,0.357,0.875,0.6,0.5,0.836
run_001861,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001862,True,0.5,3,0,2,0.6666666666666666,0.364,0.583,1.0,0.5,0.87
run_001863,True,0.5,4,0,1,0.5,0.333,0.7,0.5,0.5,0.833
run_001864,False,0.0,1,1,0,0.0,0.353,0.737,0.5,0.0,0.035
run_001865,True,0.5,4,0,1,0.75,0.364,0.583,1.0,0.5,0.886
run_001866,True,0.5,3,0,1,0.6666666666666666,0.357,0.467,0.667,0.5,0.869
run_001867,True,0.5,4,1,1,0.75,0.346,0.5,0.667,0.5,0.685
run_001868,True,1.0,0,0,0,,0.4,1.0,1.0,1.0,0.94
run_001869,True,1.0,0,0,0,,0.5,1.0,1.0,1.0,0.95
run_001870,True,1.0,2,0,0,1.0,0.35,0.636,1.0,1.0,0.935
run_001871,False,0.0,1,1,0,0.0,0.333,1.0,0.2,0.0,0.033
run_001872,True,0.5,4,0,0,0.5,0.45,0.519,1.0,0.5,0.845
run_001873,True,0.5,2,0,0,0.5,0.375,0.778,1.0,0.5,0.837
run_001874,False,0.0,1,1,0,0.0,0.364,1.0,0.4,0.0,0.036
run_001875,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001876,True,1.0,0,0,0,,0.667,1.0,1.0,1.0,0.967
run_001877,True,1.0,0,0,0,,0.667,1.0,1.0,1.0,0.967
run_001878,True,1.0,1,0,0,1.0,0.333,0.727,0.5,1.0,0.933
run_001879,True,1.0,0,0,0,,0.4,1.0,0.75,1.0,0.94
run_001880,True,0.5,3,0,1,0.3333333333333333,0.455,0.533,1.0,0.5,0.812
run_001881,True,1.0,0,0,0,,0.667,1.0,1.0,1.0,0.967
run_001882,True,1.0,0,0,0,,0.4,1.0,1.0,1.0,0.94
run_001883,False,0.0,1,1,0,0.0,0.5,1.0,0.4,0.0,0.05
run_001884,True,1.0,0,0,0,,0.4,1.0,1.0,1.0,0.94
run_001885,True,1.0,0,0,0,,0.4,1.0,1.0,1.0,0.94
run_001886,True,1.0,1,0,0,1.0,0.364,1.0,1.0,1.0,0.936
run_001887,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001888,False,0.0,1,1,0,0.0,0.385,0.933,0.0,0.0,0.039
run_001889,True,0.5,4,0,1,0.25,0.348,0.56,0.4,0.5,0.785
run_001890,True,1.0,1,0,0,1.0,0.385,0.933,1.0,1.0,0.938
run_001891,False,0.0,3,1,2,0.0,0.375,0.778,0.0,0.0,0.038
run_001892,False,0.0,1,1,0,0.0,0.368,0.667,0.0,0.0,0.037
run_001893,True,0.5,3,0,1,0.6666666666666666,0.333,0.824,1.0,0.5,0.867
run_001894,False,0.0,1,1,0,0.0,0.364,1.0,0.6,0.0,0.036
run_001895,True,1.0,0,0,0,,0.4,1.0,1.0,1.0,0.94
run_001896,True,0.5,1,0,0,0.0,0.333,1.0,0.8,0.5,0.733
run_001897,True,1.0,3,0,0,1.0,0.333,0.571,0.8,1.0,0.933
run_001898,True,1.0,2,0,1,1.0,0.353,0.737,1.0,1.0,0.935
run_001899,True,1.0,0,0,0,,0.4,1.0,0.8,1.0,0.94
run_001900,True,1.0,1,0,0,1.0,0.364,1.0,0.75,1.0,0.936
run_001901,True,0.5,2,1,1,0.5,0.333,0.7,0.8,0.5,0.633
run_001902,True,0.5,1,0,0,0.0,0.4,0.667,1.0,0.5,0.74
run_001903,True,1.0,0,0,0,,0.4,1.0,1.0,1.0,0.94
run_001904,True,1.0,0,0,0,,0.5,1.0,0.75,1.0,0.95
run_001905,True,0.5,2,0,0,0.5,0.333,0.824,0.8,0.5,0.833
run_001906,True,0.5,1,0,0,0.0,0.357,0.875,0.5,0.5,0.736
run_001907,True,0.5,3,0,0,0.6666666666666666,0.333,1.0,1.0,0.5,0.867
run_001908,True,1.0,0,0,0,,0.4,1.0,1.0,1.0,0.94
run_001909,True,1.0,0,0,0,,0.667,1.0,1.0,1.0,0.967
run_001910,True,1.0,0,0,0,,0.667,1.0,1.0,1.0,0.967
run_001911,True,1.0,0,0,0,,0.333,1.0,0.75,1.0,0.933
run_001912,True,1.0,1,0,0,1.0,0.385,0.933,1.0,1.0,0.938
run_001913,True,1.0,0,0,0,,0.429,1.0,1.0,1.0,0.943
run_001914,True,1.0,0,0,0,,0.429,1.0,1.0,1.0,0.943
run_001915,False,0.0,1,1,0,0.0,0.333,0.824,0.2,0.0,0.033
run_001916,False,0.0,1,1,0,0.0,0.35,0.636,0.0,0.0,0.035
run_001917,True,0.5,4,0,0,0.5,0.391,0.519,0.333,0.5,0.839
run_001918,False,0.0,4,1,1,0.5,0.36,0.519,0.667,0.0,0.136
run_001919,True,0.5,4,0,1,0.5,0.375,0.778,0.667,0.5,0.837
run_001920,False,0.0,2,1,0,0.0,0.333,1.0,0.5,0.0,0.033
run_001921,True,0.5,1,0,0,0.0,0.385,0.933,1.0,0.5,0.738
run_001922,True,0.5,1,0,0,0.0,0.333,1.0,0.667,0.5,0.733
run_001923,True,1.0,0,0,0,,0.4,1.0,1.0,1.0,0.94
run_001924,True,1.0,0,0,0,,0.364,1.0,0.75,1.0,0.936
run_001925,False,0.0,1,1,0,0.0,0.364,1.0,0.0,0.0,0.036
run_001926,True,0.5,3,0,0,0.6666666666666666,0.375,0.8,0.667,0.5,0.871
run_001927,True,1.0,0,0,0,,0.4,1.0,1.0,1.0,0.94
run_001928,True,0.5,3,0,1,0.6666666666666666,0.35,0.609,0.5,0.5,0.868
run_001929,False,0.0,1,1,0,0.0,0.333,1.0,0.667,0.0,0.033
run_001930,True,0.5,2,0,1,0.5,0.333,1.0,1.0,0.5,0.833
run_001931,True,1.0,0,0,0,,0.364,1.0,1.0,1.0,0.936
run_001932,True,1.0,2,0,0,1.0,0.333,0.7,1.0,1.0,0.933
run_001933,True,1.0,0,0,0,,0.4,1.0,0.667,1.0,0.94
run_001934,True,1.0,0,0,0,,0.5,1.0,1.0,1.0,0.95
run_001935,True,0.5,1,0,0,0.0,0.5,0.8,0.6,0.5,0.75
run_001936,True,1.0,0,0,0,,0.4,1.0,1.0,1.0,0.94
run_001937,True,1.0,1,0,0,1.0,0.4,1.0,0.75,1.0,0.94
run_001938,True,0.5,4,0,0,0.75,0.368,0.667,0.333,0.5,0.887
run_001939,True,1.0,2,0,0,1.0,0.333,0.824,1.0,1.0,0.933
run_001940,False,0.0,1,1,0,0.0,0.364,1.0,0.5,0.0,0.036
run_001941,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001942,False,0.0,1,1,0,0.0,0.4,1.0,0.5,0.0,0.04
run_001943,True,1.0,1,0,0,1.0,0.333,1.0,1.0,1.0,0.933
run_001944,False,0.0,3,1,1,0.6666666666666666,0.375,0.778,0.0,0.0,0.171
run_001945,True,0.5,4,0,1,0.75,0.333,0.824,0.2,0.5,0.883
run_001946,True,0.5,2,0,0,0.5,0.333,1.0,0.667,0.5,0.833
run_001947,True,0.5,2,0,1,0.0,0.385,0.933,1.0,0.5,0.738
run_001948,True,1.0,0,0,0,,0.333,1.0,0.667,1.0,0.933
run_001949,True,1.0,0,0,0,,0.429,1.0,1.0,1.0,0.943
run_001950,True,1.0,1,0,0,1.0,0.385,0.933,0.75,1.0,0.938
run_001951,True,1.0,0,0,0,,0.375,1.0,0.667,1.0,0.937
run_001952,True,1.0,1,0,0,1.0,0.333,1.0,1.0,1.0,0.933
run_001953,False,0.0,1,1,0,0.0,0.4,1.0,0.5,0.0,0.04
run_001954,True,1.0,1,0,0,1.0,0.4,1.0,1.0,1.0,0.94
run_001955,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001956,True,1.0,0,0,0,,0.667,1.0,1.0,1.0,0.967
run_001957,True,1.0,0,0,0,,0.333,1.0,0.75,1.0,0.933
run_001958,True,1.0,0,0,0,,0.4,1.0,1.0,1.0,0.94
run_001959,True,0.5,2,0,0,0.5,0.333,0.824,0.4,0.5,0.833
run_001960,True,1.0,0,0,0,,0.667,1.0,1.0,1.0,0.967
run_001961,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001962,True,1.0,0,0,0,,0.667,1.0,0.75,1.0,0.967
run_001963,True,1.0,0,0,0,,0.429,1.0,1.0,1.0,0.943
run_001964,True,1.0,4,0,1,1.0,0.875,0.636,0.75,1.0,0.987
run_001965,False,0.0,1,1,0,0.0,0.333,1.0,0.667,0.0,0.033
run_001966,True,1.0,2,0,0,1.0,0.333,0.824,1.0,1.0,0.933
run_001967,True,0.5,3,0,0,0.3333333333333333,0.462,0.778,0.5,0.5,0.813
run_001968,True,1.0,0,0,0,,0.429,1.0,0.6,1.0,0.943
run_001969,True,0.5,1,0,0,0.0,0.375,1.0,0.6,0.5,0.737
run_001970,True,1.0,3,0,0,1.0,0.385,0.933,0.667,1.0,0.938
run_001971,True,1.0,1,0,0,1.0,0.364,1.0,1.0,1.0,0.936
run_001972,True,0.5,3,0,1,0.3333333333333333,0.385,0.933,0.667,0.5,0.805
run_001973,True,1.0,1,0,0,1.0,0.333,0.824,1.0,1.0,0.933
run_001974,True,1.0,1,0,0,1.0,0.4,1.0,1.0,1.0,0.94
run_001975,True,0.5,1,1,0,0.0,0.417,0.875,1.0,0.5,0.542
run_001976,True,1.0,2,0,0,1.0,0.357,0.875,0.667,1.0,0.936
run_001977,True,1.0,0,0,0,,0.5,1.0,0.667,1.0,0.95
run_001978,True,0.5,1,0,0,0.0,0.333,1.0,0.4,0.5,0.733
run_001979,True,0.5,1,0,0,0.0,0.375,1.0,0.5,0.5,0.737
run_001980,False,0.0,1,1,0,0.0,0.333,1.0,0.5,0.0,0.033
run_001981,True,0.5,3,0,1,0.6666666666666666,0.333,0.824,0.2,0.5,0.867
run_001982,True,1.0,0,0,0,,0.4,1.0,1.0,1.0,0.94
run_001983,True,1.0,0,0,0,,0.333,1.0,0.75,1.0,0.933
run_001984,True,1.0,0,0,0,,0.5,1.0,0.75,1.0,0.95
run_001985,True,0.5,1,0,0,0.0,0.375,0.8,0.6,0.5,0.737
run_001986,True,1.0,0,0,0,,0.5,1.0,1.0,1.0,0.95
run_001987,True,1.0,0,0,0,,0.667,1.0,0.25,1.0,0.967
run_001988,True,1.0,0,0,0,,0.5,1.0,1.0,1.0,0.95
run_001989,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001990,True,1.0,0,0,0,,0.667,1.0,0.5,1.0,0.967
run_001991,True,1.0,0,0,0,,0.375,1.0,0.5,1.0,0.937
run_001992,True,1.0,1,0,0,1.0,0.333,1.0,1.0,1.0,0.933
run_001993,True,1.0,2,0,0,1.0,0.4,0.667,0.333,1.0,0.94
run_001994,True,1.0,0,0,0,,0.667,1.0,0.5,1.0,0.967
run_001995,True,1.0,0,0,0,,0.4,1.0,0.667,1.0,0.94
run_001996,True,1.0,2,0,0,1.0,0.333,1.0,0.5,1.0,0.933
run_001997,True,1.0,0,0,0,,0.667,1.0,1.0,1.0,0.967
run_001998,True,1.0,0,0,0,,0.4,1.0,1.0,1.0,0.94
run_001999,True,0.5,2,0,0,0.0,0.375,0.778,1.0,0.5,0.737
run_002000,False,0.0,3,1,1,0.0,0.346,0.5,0.25,0.0,0.035
run_002001,True,0.5,1,0,0,0.0,0.4,1.0,0.75,0.5,0.74
run_002002,True,1.0,0,0,0,,0.333,1.0,0.333,1.0,0.933
run_002003,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_002004,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_002005,True,1.0,2,0,0,1.0,0.385,0.824,0.8,1.0,0.938
run_002006,False,0.0,1,1,0,0.0,0.333,0.7,0.5,0.0,0.033
run_002007,True,1.0,0,0,0,,0.333,1.0,0.5,1.0,0.933
run_002008,True,1.0,0,0,0,,0.375,1.0,0.8,1.0,0.937
